Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
616,85,RL,80.0,8800,Pave,,Reg,Lvl,AllPub,Inside,3,NAmes,Feedr,Norm,1Fam,SFoyer,6,7,1963,1963,Gable,CompShg,MetalSd,MetalSd,BrkFace,156.0,0,0,PConc,0,0,4.0,6.0,763,1.0,0,173,936,GasA,0,Y,SBrkr,1054,0,0,1054,1,0,1,0,3,1,0,6,8,0,0,Attchd,1963.0,2.0,2,480,0,0,2,120,0,0,0,0,0,0,3,,0,5,2010,WD,Abnorml,11.83138646878959
617,60,RL,65.0,7861,Pave,,IR1,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,0,0,1.0,6.0,457,1.0,0,326,783,GasA,0,Y,SBrkr,807,702,0,1509,1,0,2,1,3,1,0,7,8,1,0,Attchd,2002.0,3.0,2,393,0,0,2,100,75,0,0,0,0,0,0,,0,6,2006,WD,Normal,12.118339189722551
618,45,RL,59.0,7227,Pave,,Reg,HLS,AllPub,Corner,2,NAmes,Artery,Norm,1Fam,1.5Unf,6,6,1954,1954,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,CBlock,0,0,1.0,1.0,0,1.0,0,832,832,GasA,0,Y,SBrkr,832,0,0,832,0,0,1,0,2,1,0,4,8,0,0,Detchd,1962.0,1.0,2,528,0,0,2,0,0,0,0,0,0,0,0,,0,6,2008,WD,Normal,11.56647571052632
619,20,RL,90.0,11694,Pave,,Reg,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,452.0,0,0,PConc,0,0,3.0,6.0,48,1.0,0,1774,1822,GasA,0,Y,SBrkr,1828,0,0,1828,0,0,2,0,3,1,0,9,8,1,0,Attchd,2007.0,1.0,3,774,0,0,2,0,108,0,0,260,0,0,0,,0,7,2007,New,Partial,12.659737267217572
620,60,RL,85.0,12244,Pave,,Reg,Lvl,AllPub,Inside,3,Timber,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,Stone,226.0,0,0,PConc,0,0,4.0,6.0,871,1.0,0,611,1482,GasA,0,Y,SBrkr,1482,780,0,2262,1,0,2,1,4,1,0,10,8,2,0,Attchd,2003.0,3.0,3,749,0,0,2,168,0,0,0,0,0,0,0,,0,8,2008,WD,Normal,12.628070334272698
621,30,RL,45.0,8248,Pave,Grvl,Reg,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,1Fam,1Story,3,3,1914,1950,Gable,CompShg,Stucco,Stucco,,0.0,0,0,BrkTil,0,0,1.0,4.0,41,1.0,0,823,864,GasA,0,N,FuseF,864,0,0,864,1,0,1,0,2,1,0,5,8,0,0,,0.0,None,0,0,0,0,0,0,0,100,0,0,0,0,0,,0,9,2008,WD,Normal,11.112462823634855
622,60,RL,90.0,10800,Pave,,Reg,Lvl,AllPub,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,6,7,1974,1997,Gable,CompShg,HdBoard,HdBoard,,0.0,0,0,CBlock,0,0,1.0,5.0,956,3.0,182,384,1522,GasA,0,Y,SBrkr,1548,1066,0,2614,0,0,2,1,4,1,0,9,8,1,0,Attchd,1974.0,2.0,2,624,0,0,2,38,243,0,0,0,0,0,0,,0,6,2008,WD,Normal,12.388398368982116
623,20,RL,71.0,7064,Pave,,Reg,Lvl,AllPub,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,153.0,0,0,CBlock,0,0,1.0,4.0,560,1.0,0,420,980,GasA,0,Y,SBrkr,980,0,0,980,0,0,1,0,3,1,0,6,8,0,0,Detchd,1986.0,1.0,2,484,0,0,2,192,0,0,0,0,0,0,0,,0,7,2009,WD,Normal,11.81303746480054
624,160,FV,73.5,2117,Pave,,Reg,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,0,0,PConc,0,0,1.0,6.0,420,1.0,0,336,756,GasA,0,Y,SBrkr,756,756,0,1512,0,0,2,1,2,1,0,4,8,1,0,Detchd,2000.0,1.0,2,440,0,0,2,0,32,0,0,0,0,0,0,,0,6,2007,WD,Normal,12.034696963475044
625,60,RL,80.0,10400,Pave,,Reg,Lvl,AllPub,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,6,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,,288.0,0,0,CBlock,0,0,1.0,3.0,247,1.0,0,485,732,GasA,0,Y,SBrkr,1012,778,0,1790,1,0,1,2,4,1,0,8,6,1,0,Attchd,1972.0,2.0,2,484,0,0,2,148,0,0,0,147,0,0,0,,0,11,2006,WD,Normal,12.014615485902029
626,20,RL,87.0,10000,Pave,,IR1,Lvl,AllPub,Corner,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,261.0,0,0,CBlock,0,0,1.0,1.0,0,1.0,0,1116,1116,GasA,0,Y,SBrkr,1116,0,0,1116,0,0,1,1,3,1,0,5,8,0,0,Attchd,1962.0,1.0,2,440,0,0,2,0,0,0,0,385,0,0,0,,0,2,2010,WD,Normal,11.982935344196433
627,20,RL,73.0,12342,Pave,,IR1,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1978,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,CBlock,0,0,1.0,1.0,0,1.0,0,978,978,GasA,0,Y,SBrkr,1422,0,0,1422,0,0,1,0,3,1,0,6,7,1,0,Attchd,1960.0,2.0,1,286,0,0,2,0,0,36,0,0,0,0,2,Shed,600,8,2007,WD,Normal,11.848690308590855
628,80,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,SLvl,6,6,1955,1972,Gable,CompShg,AsbShng,AsbShng,BrkFace,164.0,0,0,CBlock,0,0,3.0,4.0,674,2.0,132,350,1156,GasA,0,Y,SBrkr,1520,0,0,1520,1,0,1,0,3,1,0,7,8,2,0,Basment,1955.0,2.0,1,364,0,0,2,0,0,189,0,0,0,0,0,,0,3,2010,WD,Normal,11.938199736300923
629,60,RL,70.0,11606,Pave,,IR1,HLS,AllPub,Inside,1,NAmes,Norm,Norm,1Fam,2Story,5,5,1969,1969,Gable,CompShg,Plywood,Plywood,BrkFace,192.0,0,0,PConc,0,0,3.0,3.0,650,1.0,0,390,1040,GasA,0,Y,SBrkr,1040,1040,0,2080,0,1,1,2,5,1,0,9,8,2,0,Attchd,1969.0,1.0,2,504,0,0,2,335,0,0,0,0,0,0,0,,0,9,2007,WD,Family,11.81303746480054
630,80,RL,82.0,9020,Pave,,Reg,Lvl,AllPub,Corner,3,NAmes,Feedr,Norm,1Fam,SLvl,6,5,1964,1964,Gable,WdShngl,Plywood,Wd Sdng,BrkFace,259.0,0,0,CBlock,0,0,4.0,6.0,624,3.0,336,288,1248,GasA,0,Y,SBrkr,1350,0,0,1350,1,0,1,1,3,1,0,6,8,0,0,Attchd,1964.0,2.0,2,520,0,0,2,176,0,0,0,0,0,0,4,,0,6,2008,WD,Normal,12.034696963475044
631,70,RM,50.0,9000,Pave,Grvl,Reg,Lvl,AllPub,Corner,3,OldTown,Artery,Norm,1Fam,2Story,5,6,1880,1991,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,BrkTil,0,0,1.0,1.0,0,1.0,0,636,636,GasA,0,Y,FuseA,1089,661,0,1750,0,0,1,0,3,1,0,8,8,0,0,Detchd,1937.0,1.0,1,240,0,0,0,0,0,293,0,0,0,0,3,,0,6,2006,WD,Abnorml,11.728044909070784
632,120,RL,34.0,4590,Pave,,Reg,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,Twnhs,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,108.0,0,0,PConc,0,0,2.0,6.0,24,1.0,0,1530,1554,GasA,0,Y,SBrkr,1554,0,0,1554,0,0,2,0,2,1,0,6,8,1,0,Attchd,2006.0,2.0,2,627,0,0,2,156,73,0,0,0,0,0,0,,0,8,2007,WD,Normal,12.252483791602629
633,20,RL,85.0,11900,Pave,,Reg,Lvl,AllPub,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,209.0,0,0,CBlock,0,0,1.0,5.0,822,1.0,0,564,1386,GasA,0,Y,SBrkr,1411,0,0,1411,0,0,2,0,3,1,0,6,8,1,0,Attchd,1977.0,3.0,2,544,0,0,2,192,0,0,0,0,0,0,0,,0,4,2009,WD,Family,11.320565693461432
634,20,RL,80.0,9250,Pave,,Reg,Lvl,AllPub,Corner,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2005,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,CBlock,0,0,1.0,4.0,480,2.0,468,108,1056,GasA,0,Y,SBrkr,1056,0,0,1056,0,1,1,0,3,1,0,6,8,0,0,Attchd,1954.0,1.0,1,260,0,0,2,390,0,0,0,0,0,0,0,,0,7,2007,WD,Normal,11.84510995088398
635,90,RL,64.0,6979,Pave,,Reg,Lvl,AllPub,Inside,3,OldTown,Norm,Norm,Duplex,SFoyer,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,,0.0,0,0,CBlock,0,0,1.0,6.0,1056,1.0,0,0,1056,GasA,0,Y,SBrkr,1056,0,0,1056,2,0,0,0,0,2,0,4,8,0,0,Detchd,1980.0,1.0,2,576,0,0,2,264,56,0,0,0,0,0,4,Shed,600,6,2010,WD,Normal,11.87757552297847
636,190,RH,60.0,10896,Pave,Pave,Reg,Bnk,AllPub,Inside,3,SWISU,Feedr,Norm,2fmCon,2.5Fin,6,7,1914,1995,Hip,CompShg,VinylSd,VinylSd,,0.0,0,0,CBlock,0,0,1.0,2.0,256,1.0,0,1184,1440,GasA,0,Y,FuseA,1440,1440,515,3395,0,0,2,0,8,2,0,14,8,0,0,,0.0,None,0,0,0,0,0,0,110,0,0,0,0,0,0,,0,3,2007,WD,Abnorml,12.206077645517674
637,30,RM,51.0,6120,Pave,,Reg,Lvl,AllPub,Inside,3,BrkSide,Norm,Norm,1Fam,1Story,2,3,1936,1950,Gable,CompShg,AsbShng,AsbShng,,0.0,0,0,BrkTil,0,0,1.0,1.0,0,1.0,0,264,264,Grav,0,N,FuseA,800,0,0,800,0,0,1,0,1,1,0,4,4,1,0,,0.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,2009,ConLw,Normal,11.002116507732016
638,190,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,3,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,CBlock,0,0,1.0,1.0,0,1.0,0,811,811,GasA,0,Y,FuseA,811,576,0,1387,0,0,2,0,3,2,0,7,8,0,0,BuiltIn,1954.0,1.0,1,256,0,0,2,0,0,0,0,0,0,0,0,,0,11,2009,WD,Normal,11.440365524765756
639,30,RL,67.0,8777,Pave,,Reg,Lvl,AllPub,Inside,3,Edwards,Feedr,Norm,1Fam,1Story,5,7,1910,1950,Gable,CompShg,MetalSd,Wd Sdng,,0.0,0,0,CBlock,0,0,1.0,1.0,0,1.0,0,796,796,GasA,0,Y,FuseA,796,0,0,796,0,0,1,0,2,1,0,4,8,0,0,,0.0,None,0,0,0,0,1,328,0,164,0,0,0,0,3,,0,5,2008,WD,Normal,11.350418300109132
640,120,RL,53.0,3982,Pave,,Reg,Lvl,AllPub,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,0,0,3.0,6.0,1154,1.0,0,366,1520,GasA,0,Y,SBrkr,1567,0,0,1567,1,0,2,0,1,1,0,7,8,1,0,Attchd,2006.0,3.0,3,648,0,0,2,312,0,0,0,0,0,0,0,,0,10,2006,New,Partial,12.485830907348902
641,120,RL,62.0,12677,Pave,,IR1,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2003,2004,Hip,CompShg,MetalSd,MetalSd,BrkFace,472.0,0,0,PConc,0,0,4.0,6.0,1218,1.0,0,300,1518,GasA,0,Y,SBrkr,1518,0,0,1518,0,0,1,1,1,1,0,6,8,1,0,Attchd,2003.0,2.0,2,588,0,0,2,185,140,0,0,0,0,0,0,,0,4,2008,WD,Normal,12.520887034998584
642,60,FV,73.5,7050,Pave,,Reg,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,0,0,1.0,6.0,738,1.0,0,319,1057,GasA,0,Y,SBrkr,1057,872,0,1929,1,0,2,1,3,1,0,7,8,1,0,Attchd,2001.0,3.0,2,650,0,0,2,0,235,0,0,0,0,0,0,,0,5,2007,WD,Normal,12.328294703023394
643,80,RL,75.0,13860,Pave,,Reg,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,SLvl,8,7,1972,1995,Gable,CompShg,Plywood,Wd Sdng,,0.0,0,0,CBlock,0,0,4.0,6.0,1410,1.0,0,542,1952,GasA,0,Y,SBrkr,2000,704,0,2704,1,0,2,1,4,1,0,9,8,3,0,Attchd,1972.0,3.0,2,538,0,0,2,269,111,0,0,0,0,0,3,,0,7,2009,WD,Normal,12.75130259456002
644,60,RL,80.0,10793,Pave,,Reg,Lvl,AllPub,Inside,3,NWAmes,RRAn,Norm,1Fam,2Story,5,5,1969,1969,Mansard,CompShg,WdShing,HdBoard,BrkFace,263.0,0,0,CBlock,0,0,1.0,3.0,493,4.0,287,0,780,GasA,0,Y,SBrkr,780,840,0,1620,0,0,2,1,4,1,0,7,7,0,0,Attchd,1969.0,3.0,2,462,0,0,2,208,0,0,0,0,0,0,2,,0,4,2007,WD,Normal,11.93164237875414
645,20,FV,85.0,9187,Pave,,Reg,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,1Story,9,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,162.0,0,0,PConc,0,0,2.0,6.0,1121,1.0,0,645,1766,GasA,0,Y,SBrkr,1766,0,0,1766,1,0,2,1,2,1,0,7,8,1,0,Attchd,2009.0,3.0,3,478,0,0,2,195,130,0,0,0,0,0,0,,0,10,2009,New,Partial,12.823631142839984
646,20,RL,73.0,10530,Pave,,IR1,Lvl,AllPub,Corner,3,NAmes,Norm,Norm,1Fam,1Story,6,5,1971,1971,Hip,CompShg,Plywood,Plywood,,0.0,0,0,CBlock,0,0,1.0,5.0,282,2.0,35,664,981,GasA,0,Y,SBrkr,981,0,0,981,1,0,1,1,3,1,0,5,8,0,0,Detchd,1979.0,1.0,2,576,0,0,2,0,312,40,0,0,0,0,0,,0,3,2007,WD,Normal,11.872353615355411
647,20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1950,1950,Hip,CompShg,MetalSd,MetalSd,,0.0,0,0,CBlock,0,0,None,None,0,None,0,0,0,GasA,0,Y,SBrkr,1048,0,0,1048,0,0,1,0,3,1,0,7,7,0,0,Detchd,1950.0,1.0,2,420,0,0,2,0,27,0,0,0,0,0,0,,0,7,2008,WD,Normal,11.495789479023491
648,20,RL,85.0,10452,Pave,,IR1,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,216.0,0,0,CBlock,0,0,2.0,3.0,500,1.0,0,594,1094,GasA,0,Y,SBrkr,1094,0,0,1094,0,0,1,0,3,1,0,5,8,2,0,Attchd,1953.0,2.0,2,495,0,0,2,0,0,0,0,287,0,0,0,,0,6,2008,WD,Normal,11.951186847493476
649,60,RL,70.0,7700,Pave,,Reg,Lvl,AllPub,Inside,3,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,351.0,0,0,CBlock,0,0,1.0,1.0,0,1.0,0,756,756,GasA,0,Y,SBrkr,1051,788,0,1839,0,0,1,1,4,1,0,7,8,1,0,Attchd,1966.0,1.0,2,442,0,0,2,0,124,216,0,0,0,0,0,,0,6,2010,WD,Normal,11.951186847493476
650,180,RM,21.0,1936,Pave,,Reg,Lvl,AllPub,Inside,3,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,1970,1970,Gable,CompShg,CemntBd,CmentBd,,0.0,0,0,CBlock,0,0,3.0,4.0,131,6.0,499,0,630,GasA,0,Y,SBrkr,630,0,0,630,1,0,1,0,1,1,0,3,8,0,0,,0.0,None,0,0,0,0,2,0,0,0,0,0,0,0,3,,0,12,2007,WD,Normal,11.344518647594766
651,60,FV,65.0,8125,Pave,,Reg,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,CemntBd,CmentBd,,0.0,0,0,PConc,0,0,1.0,1.0,0,1.0,0,813,813,GasA,0,Y,SBrkr,822,843,0,1665,0,0,2,1,3,1,0,7,8,0,0,Attchd,2007.0,2.0,2,562,0,0,2,0,0,0,0,0,0,0,0,,0,5,2008,WD,Normal,12.235393555399902
652,70,RL,60.0,9084,Pave,,Reg,Lvl,AllPub,Inside,3,Edwards,Artery,Norm,1Fam,2Story,4,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,CBlock,0,0,2.0,1.0,0,1.0,0,755,755,GasA,0,Y,SBrkr,755,755,0,1510,1,0,1,0,4,1,0,7,8,1,0,Detchd,1940.0,1.0,1,296,0,0,1,120,0,0,0,0,0,0,3,,0,10,2009,WD,Normal,11.58989576532275
653,60,RL,70.0,8750,Pave,,Reg,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,0,0,1.0,1.0,0,1.0,0,880,880,GasA,0,Y,SBrkr,909,807,0,1716,0,0,2,1,2,1,0,7,8,1,0,Attchd,1996.0,2.0,2,512,0,0,2,0,120,0,0,0,0,0,0,,0,7,2009,WD,Normal,12.160033942617156
654,50,RM,60.0,10320,Pave,Grvl,Reg,Lvl,AllPub,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1906,1995,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,CBlock,0,0,1.0,1.0,0,1.0,0,756,756,GasA,0,Y,SBrkr,756,713,0,1469,0,0,1,0,3,1,0,7,8,0,0,Detchd,1906.0,1.0,1,216,0,0,2,57,0,239,0,0,0,0,3,,0,6,2008,WD,Normal,11.81303746480054
655,20,RL,91.0,10437,Pave,,IR1,Lvl,AllPub,Inside,3,NoRidge,Norm,Norm,1Fam,1Story,8,6,1995,1995,Hip,CompShg,MetalSd,MetalSd,BrkFace,660.0,0,0,PConc,0,0,4.0,6.0,1696,1.0,0,413,2109,GasA,0,Y,SBrkr,2113,0,0,2113,1,0,2,1,2,1,0,7,8,1,0,Attchd,1995.0,3.0,3,839,0,0,2,236,46,0,0,0,0,0,0,,0,8,2008,WD,Normal,12.765691290604371
656,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,3,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,ImStucc,BrkFace,381.0,0,0,CBlock,0,0,1.0,1.0,0,1.0,0,525,525,GasA,0,Y,SBrkr,525,567,0,1092,0,0,1,1,3,1,0,6,8,0,0,Detchd,1971.0,1.0,1,264,0,0,2,0,0,0,0,0,0,0,0,,0,3,2010,WD,Family,11.38510345703214
657,20,RL,72.0,10007,Pave,,IR1,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,HdBoard,HdBoard,BrkFace,54.0,0,0,CBlock,0,0,1.0,5.0,806,1.0,0,247,1053,GasA,0,Y,SBrkr,1053,0,0,1053,1,0,1,1,3,1,0,5,8,0,0,Attchd,1959.0,2.0,1,312,0,0,2,0,0,0,0,0,0,0,3,,0,8,2008,WD,Normal,11.8879382384223
658,70,RL,60.0,7200,Pave,,Reg,HLS,AllPub,Inside,2,Crawfor,Norm,Norm,1Fam,2Story,7,6,1931,2000,Gable,CompShg,Stucco,Wd Shng,,0.0,0,0,BrkTil,0,0,1.0,1.0,0,1.0,0,776,776,GasA,0,Y,SBrkr,851,651,0,1502,0,0,1,1,3,1,0,6,8,1,0,Attchd,1931.0,2.0,1,270,0,0,1,0,0,112,0,0,0,0,3,,0,2,2008,WD,Normal,11.91170829631447
659,50,RL,78.0,17503,Pave,,Reg,Lvl,AllPub,Inside,3,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,CBlock,0,0,1.0,1.0,0,1.0,0,912,912,GasA,0,Y,SBrkr,912,546,0,1458,0,1,1,0,3,1,0,6,8,1,0,Attchd,1948.0,1.0,1,330,0,0,2,192,0,0,0,0,0,0,0,,0,1,2010,WD,Abnorml,11.487617913343598
660,20,RL,75.0,9937,Pave,,Reg,Lvl,AllPub,Corner,3,Edwards,Norm,Norm,1Fam,1Story,5,7,1964,1999,Hip,CompShg,MetalSd,MetalSd,,0.0,0,0,PConc,0,0,1.0,4.0,637,1.0,0,849,1486,GasA,0,Y,SBrkr,1486,0,0,1486,1,0,1,0,3,1,0,7,8,0,0,Detchd,1968.0,3.0,2,480,0,0,2,0,0,0,0,0,0,0,3,,0,3,2009,WD,Normal,12.025755079404917
661,60,RL,80.0,12384,Pave,,Reg,Lvl,AllPub,CulDSac,3,NWAmes,Norm,Norm,1Fam,2Story,7,7,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,233.0,0,0,CBlock,0,0,1.0,1.0,0,1.0,0,793,793,GasA,0,Y,SBrkr,1142,793,0,1935,0,0,2,1,3,1,0,7,8,1,0,Attchd,1976.0,2.0,2,550,0,0,2,0,113,252,0,0,0,0,0,,0,11,2007,WD,Normal,12.19552218463499
662,60,RL,52.0,46589,Pave,,IR2,Lvl,AllPub,CulDSac,3,NoRidge,Norm,Norm,1Fam,2Story,8,7,1994,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,528.0,0,0,PConc,0,0,1.0,6.0,1361,3.0,180,88,1629,GasA,0,Y,SBrkr,1686,762,0,2448,1,0,2,1,4,1,0,8,8,1,0,Attchd,1994.0,2.0,3,711,0,0,2,517,76,0,0,0,0,0,0,,0,7,2009,WD,Normal,12.904209855160254
663,20,RL,120.0,13560,Pave,,Reg,Lvl,AllPub,Corner,3,NAmes,Norm,Norm,1Fam,1Story,6,3,1968,1968,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,216.0,0,0,CBlock,0,0,1.0,1.0,0,1.0,0,1392,1392,GasA,0,Y,SBrkr,1392,0,0,1392,1,0,1,0,2,1,0,5,3,2,0,Attchd,1968.0,2.0,2,576,0,0,2,0,0,240,0,0,0,0,0,,0,7,2009,WD,Normal,11.60824473564232
664,85,RL,90.0,10012,Pave,,Reg,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,1Fam,SFoyer,4,5,1972,1972,Gable,CompShg,Plywood,Plywood,,0.0,0,0,CBlock,0,0,3.0,4.0,920,3.0,180,38,1138,GasA,0,Y,SBrkr,1181,0,0,1181,1,0,2,0,3,1,0,6,8,0,0,Detchd,1974.0,2.0,2,588,0,0,2,0,0,180,0,0,0,0,3,,0,4,2008,WD,Normal,11.83138646878959
665,20,RL,49.0,20896,Pave,,IR2,Lvl,AllPub,CulDSac,3,Somerst,RRAn,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,0,0,2.0,6.0,1721,1.0,0,356,2077,GasA,0,Y,SBrkr,2097,0,0,2097,1,0,1,1,1,1,0,8,8,1,0,Attchd,2005.0,3.0,3,1134,0,0,2,192,267,0,0,0,0,0,0,,0,1,2006,New,Partial,12.955129822091816
666,60,RL,106.0,11194,Pave,,IR1,Lvl,AllPub,Corner,3,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,0,0,PConc,0,0,1.0,1.0,0,1.0,0,1406,1406,GasA,0,Y,SBrkr,1454,482,0,1936,0,0,2,1,3,1,0,7,8,1,0,Attchd,2000.0,2.0,2,504,0,0,2,188,124,0,0,0,0,0,0,,0,11,2006,WD,Normal,12.348010479804223
667,60,RL,73.0,18450,Pave,,IR1,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,2Story,6,5,1965,1979,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,113.0,0,0,CBlock,0,0,1.0,2.0,187,3.0,723,111,1021,GasA,0,Y,SBrkr,1465,915,0,2380,0,0,2,1,3,1,0,7,2,1,0,CarPort,1965.0,1.0,2,596,0,0,2,0,265,0,0,0,0,0,0,,0,8,2007,WD,Abnorml,11.767575435251748
668,20,RL,65.0,8125,Pave,,Reg,Lvl,AllPub,Inside,3,SawyerW,Norm,Norm,1Fam,1Story,6,5,1994,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,258.0,0,0,PConc,0,0,1.0,6.0,1138,1.0,0,270,1408,GasA,0,Y,SBrkr,1679,0,0,1679,1,0,2,0,3,1,0,7,8,1,0,Attchd,1994.0,2.0,2,575,0,0,2,224,42,0,0,0,0,0,0,,0,10,2008,WD,Normal,12.173037959397275
669,20,RL,71.0,14175,Pave,,Reg,Bnk,AllPub,Corner,2,Sawyer,Norm,Norm,1Fam,1Story,5,6,1956,1987,Gable,CompShg,CemntBd,Wd Sdng,,0.0,0,0,CBlock,0,0,1.0,3.0,988,1.0,0,200,1188,GasA,0,Y,SBrkr,1437,0,0,1437,1,0,1,1,3,1,0,6,6,1,0,Detchd,1999.0,1.0,2,576,0,0,2,304,0,0,0,0,0,0,0,,0,11,2006,WD,Normal,12.031725210748633
670,30,RL,80.0,11600,Pave,,Reg,Lvl,AllPub,Inside,3,Crawfor,Norm,Norm,1Fam,1Story,4,5,1922,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,BrkTil,0,0,1.0,1.0,0,1.0,0,700,700,GasA,0,Y,SBrkr,1180,0,0,1180,0,0,1,0,2,1,0,5,8,1,0,Detchd,1922.0,1.0,1,252,0,0,2,0,0,67,0,0,0,0,0,,0,7,2006,WD,Normal,11.83138646878959
